#LIBRARY    INDEN-Aug2023
#REACTION   MN-55(N,G)MN-56,SIG
#NUCLEUS    Mn-55
#MF         3
#MT         102
#EN-MIN     1e-05
#EN-MAX     6e+07
#E,eV        Sig,b        Interpolation
 1555.63     0.127695     Lin-Lin
 1582.56     0.131252     Lin-Lin
 1607.09     0.135283     Lin-Lin
 1623.09     0.138665     Lin-Lin
 1632.35     0.141453     Lin-Lin
 1637.15     0.143589     Lin-Lin
 1640.61     0.145852     Lin-Lin
 1642.92     0.148021     Lin-Lin
 1644.65     0.150305     Lin-Lin
 1646.38     0.153558     Lin-Lin
 1647.51     0.156514     Lin-Lin
 1648.35     0.159416     Lin-Lin
 1649.19     0.163188     Lin-Lin
 1649.75     0.166388     Lin-Lin
 1650.31     0.170355     Lin-Lin
 1650.88     0.175379     Lin-Lin
 1651.26     0.1796       Lin-Lin
 1651.64     0.18472      Lin-Lin
 1652.02     0.19106      Lin-Lin
 1652.27     0.196203     Lin-Lin
 1652.52     0.202338     Lin-Lin
 1652.77     0.209806     Lin-Lin
 1652.99     0.217661     Lin-Lin
 1653.17     0.225601     Lin-Lin
 1653.31     0.232637     Lin-Lin
 1653.44     0.240845     Lin-Lin
 1653.58     0.250508     Lin-Lin
 1653.72     0.261983     Lin-Lin
 1653.81     0.270856     Lin-Lin
 1653.9      0.280889     Lin-Lin
 1653.99     0.292262     Lin-Lin
 1654.08     0.305184     Lin-Lin
 1654.17     0.31989      Lin-Lin
 1654.26     0.336646     Lin-Lin
 1654.35     0.355752     Lin-Lin
 1654.43     0.375001     Lin-Lin
 1654.51     0.396633     Lin-Lin
 1654.59     0.420931     Lin-Lin
 1654.67     0.448199     Lin-Lin
 1654.75     0.478765     Lin-Lin
 1654.83     0.512975     Lin-Lin
 1654.91     0.5512       Lin-Lin
 1654.99     0.593822     Lin-Lin
 1655.07     0.641242     Lin-Lin
 1655.16     0.693868     Lin-Lin
 1655.21     0.732048     Lin-Lin
 1655.27     0.780896     Lin-Lin
 1655.34     0.833657     Lin-Lin
 1655.4      0.890531     Lin-Lin
 1655.46     0.95171      Lin-Lin
