#LIBRARY    ENDF/B-VIII.1
#REACTION   FE-58(N,G)FE-59,SIG
#NUCLEUS    Fe-58
#MF         3
#MT         102
#EN-MIN     1e-05
#EN-MAX     1.5e+08
#E,eV        Sig,b        Interpolation
 361.128     2.19407      Lin-Lin
 361.167     2.08341      Lin-Lin
 361.219     1.95052      Lin-Lin
 361.271     1.83203      Lin-Lin
 361.323     1.7258       Lin-Lin
 361.376     1.63008      Lin-Lin
 361.428     1.54337      Lin-Lin
 361.485     1.45739      Lin-Lin
 361.542     1.37942      Lin-Lin
 361.599     1.30838      Lin-Lin
 361.655     1.24336      Lin-Lin
 361.712     1.18361      Lin-Lin
 361.798     1.10255      Lin-Lin
 361.883     1.03028      Lin-Lin
 361.977     0.959453     Lin-Lin
 362.071     0.896193     Lin-Lin
 362.165     0.839381     Lin-Lin
 362.259     0.788116     Lin-Lin
 362.352     0.74166      Lin-Lin
 362.458     0.694388     Lin-Lin
 362.569     0.649461     Lin-Lin
 362.681     0.608954     Lin-Lin
 362.792     0.572285     Lin-Lin
 362.904     0.538972     Lin-Lin
 363.022     0.506638     Lin-Lin
 363.157     0.473695     Lin-Lin
 363.291     0.443991     Lin-Lin
 363.425     0.417106     Lin-Lin
 363.559     0.392687     Lin-Lin
 363.693     0.370437     Lin-Lin
 363.841     0.34809      Lin-Lin
 363.989     0.327788     Lin-Lin
 364.137     0.309285     Lin-Lin
 364.285     0.292372     Lin-Lin
 364.433     0.27687      Lin-Lin
 364.607     0.260318     Lin-Lin
 364.792     0.244236     Lin-Lin
 364.978     0.229669     Lin-Lin
 365.164     0.216431     Lin-Lin
 365.35      0.204363     Lin-Lin
 365.545     0.19282      Lin-Lin
 365.758     0.181351     Lin-Lin
 365.97      0.170935     Lin-Lin
 366.183     0.161446     Lin-Lin
 366.396     0.152777     Lin-Lin
 366.609     0.144833     Lin-Lin
 366.849     0.136651     Lin-Lin
 367.089     0.129194     Lin-Lin
 367.329     0.122379     Lin-Lin
 367.569     0.116133     Lin-Lin
 367.889     0.108585     Lin-Lin
 368.192     0.102158     Lin-Lin
 368.495     0.0963391    Lin-Lin
 368.798     0.091054     Lin-Lin
 369.101     0.0862388    Lin-Lin
 369.404     0.0818394    Lin-Lin
 369.73      0.0775204    Lin-Lin
 370.067     0.0734471    Lin-Lin
 370.404     0.0697304    Lin-Lin
 370.854     0.06526      Lin-Lin
 371.303     0.0612701    Lin-Lin
 371.703     0.0580663    Lin-Lin
 372.104     0.055151     Lin-Lin
 372.638     0.0516554    Lin-Lin
 373.171     0.0485473    Lin-Lin
 373.616     0.0462129    Lin-Lin
 374.15      0.0436764    Lin-Lin
 374.684     0.0413914    Lin-Lin
 375.217     0.0393273    Lin-Lin
 375.573     0.0380602    Lin-Lin
 376.285     0.0357565    Lin-Lin
 377.032     0.0336247    Lin-Lin
 377.78      0.0317384    Lin-Lin
 378.527     0.0300588    Lin-Lin
 379.275     0.0285597    Lin-Lin
 380.023     0.0272179    Lin-Lin
 380.819     0.0259381    Lin-Lin
 381.64      0.0247546    Lin-Lin
