#LIBRARY    INDEN-Aug2023
#REACTION   CU-63(N,G)CU-64,SIG
#NUCLEUS    Cu-63
#MF         3
#MT         102
#EN-MIN     1e-05
#EN-MAX     1.5e+08
#E,eV        Sig,b        Interpolation
 642.284     0.0942493    Lin-Lin
 642.621     0.0965281    Lin-Lin
 642.957     0.099211     Lin-Lin
 643.293     0.102374     Lin-Lin
 643.63      0.106113     Lin-Lin
 643.965     0.110534     Lin-Lin
 644.3       0.115805     Lin-Lin
 644.523     0.119889     Lin-Lin
 644.747     0.124516     Lin-Lin
 644.97      0.129779     Lin-Lin
 645.194     0.135793     Lin-Lin
 645.417     0.1427       Lin-Lin
 645.615     0.149689     Lin-Lin
 645.812     0.157669     Lin-Lin
 646.009     0.166833     Lin-Lin
 646.141     0.17372      Lin-Lin
 646.273     0.181331     Lin-Lin
 646.404     0.189773     Lin-Lin
 646.567     0.201561     Lin-Lin
 646.713     0.213589     Lin-Lin
 646.858     0.227313     Lin-Lin
 646.955     0.23758      Lin-Lin
 647.052     0.248891     Lin-Lin
 647.149     0.261409     Lin-Lin
 647.246     0.275331     Lin-Lin
 647.346     0.291383     Lin-Lin
 647.446     0.309515     Lin-Lin
 647.546     0.330152     Lin-Lin
 647.613     0.345563     Lin-Lin
 647.679     0.362523     Lin-Lin
 647.746     0.381264     Lin-Lin
 647.811     0.401638     Lin-Lin
 647.875     0.423825     Lin-Lin
 647.939     0.448552     Lin-Lin
 648.003     0.476221     Lin-Lin
 648.067     0.5073       Lin-Lin
 648.115     0.533174     Lin-Lin
 648.163     0.561534     Lin-Lin
 648.211     0.592674     Lin-Lin
 648.259     0.626919     Lin-Lin
 648.307     0.664628     Lin-Lin
 648.355     0.706198     Lin-Lin
 648.403     0.752065     Lin-Lin
 648.451     0.802704     Lin-Lin
 648.499     0.858632     Lin-Lin
 648.547     0.920407     Lin-Lin
 648.595     0.988628     Lin-Lin
 648.643     1.06393      Lin-Lin
 648.691     1.147        Lin-Lin
 648.739     1.23855      Lin-Lin
 648.787     1.33931      Lin-Lin
 648.838     1.45781      Lin-Lin
 648.873     1.54635      Lin-Lin
 648.926     1.69076      Lin-Lin
 648.979     1.84999      Lin-Lin
 649.031     2.02506      Lin-Lin
